alg,instance,cycle,budget,risk,fit,solution
VISILS,nrp1,28,30,0,1201.0,[--SSSS-SS-------SS-S----S-SS--S-----SS----S--------S-------SSSSSSS--S-SSS-S--S-S--S-SS-S-SS-S--S-S--]
VISILS,nrp1,29,30,0,1190.0,[--SSSS-S--S-S---SS---S-----S--SS-S---S----S--------SS------SSSSSSS--S-SS--SS-S-S--S-SS-S-SS----S-S--]
HC,nrp1,0,50,0,1726.0,[--SSSS-SS-SSS--SSS-S-S--S-S---SSSSSSSS-S--S--------S-S--SSSSS-SSSS-SSS-SS-SS-SSS--SSSS-S-SS-S--S-SSS]
HC,nrp1,1,50,0,1736.0,[-SSSSS-SSS-S---SSS-S-SS-S-SS--SS-SSSSS-S--S--SSS---S-S--SS-SS-SSSS--SSSSS-SS-SSS--S-SSSS-S--S--S-S--]
HC,nrp1,2,50,0,1730.0,[--SSSS-SS-SS---SSS-S-S--S-SS--SS-S--SS-S--S-SSSS---S-S--SSSSS-SSSS-SSS-SS-SS-S-S--SSSS-SS--SSS-S-SSS]
HC,nrp1,3,50,0,1730.0,[-SSSSS-SS--S---SSS-S-SS-S-SS-SSS-S--SS-S--SS-S-S---S-S--SSSSS-SSSS--S-SSS-SS-SSS--S-SS-SSSS-S--S-S-S]
HC,nrp1,4,50,0,1706.0,[--SSSS-SSSSS--S-SS-S------SS--SS-S--SS-S--S---SS---S-S--S-SSSSSSSS-SSSSSS-SS-S-S--SSSSSS-SSS---S-SSS]
HC,nrp1,5,50,0,1731.0,[-SSSSS-SS-S-S--SSS-S-S--S-S---SSSS--SSS---SSSSSS---S------SSSS-SSS-SS-SSS-SS-S-S--SSSS-SSSS-S--S-S-S]
HC,nrp1,6,50,0,1735.0,[-SSSSS-SSS-S---SSS-SSSS-S-S---SS-SSSSS-S--SS-S-S---S-S--SSSSS--SSS--SS-SS-SS-SSS--S-SSSS-SS----S-S-S]
HC,nrp1,7,50,0,1746.0,[SSSSSS-S--SSS--SSS-S-SS-S-----SSSS---S-S--SS---S---SSS--SSSSSS-SSS-SS-SSS-SSSS-S--SSSS-S-S--S--S-SSS]
HC,nrp1,8,50,0,1745.0,[--SSSS-SS--S---SSS-S-S--S-SS--SS-SSSSSSS--SS-S-S---S-S--SSSSSSSSSS--SS-SS-SS-SSS--S-SS-S-SS-S--S-S-S]
HC,nrp1,9,50,0,1687.0,[SSSSSSSS-SS-S-SSSS-S--S-S--S--S-SS--SSS-S-SS-------S------SSS-SSSS-SS--SS-SS-S-SS-SSSS-S-SS-S--S-SSS]
HC,nrp1,10,50,0,1688.0,[SSSSSSSS-SS-S--SSS-S--S----S--S--S---SS-S-SS---S---SS-----SSSSSSSS-SS-SSS-S-SS-SS-SSSSSS-SS----S-SSS]
